	Gene	Chr	Gene Start	Gene End	nSNPs	TopSNP	TopSNP Pos	TopSNP P-Value
14006	SCARA3	chr8	27491697	27530537	225	rs36125274	27525982.0	0.006894
14007	SCARA5	chr8	27762244	27845132	454	rs75832202	27807310.0	0.002132
14008	SCARB1	chr12	125270365	125302253	168	rs838896	125269799.0	0.006732
14009	SCARB2	chr4	77102166	77134753	190	rs6825004	77110365.0	0.000951
14010	SCARF1	chr17	1546613	1549017	44	rs78897108	1541271.0	0.04168
14011	SCARF2	chr22	20780373	20784213	106	rs9610955	20790723.0	0.01056
14012	SCCPDH	chr1	246887348	246931439	274	rs4926447	246924668.0	0.02166
14013	SCD	chr10	102106880	102124591	105	rs3793769	102116014.0	0.0148
14014	SCD5	chr4	83615839	83719909	572	chr4_83655163_D	83655163.0	0.0003264
14015	SCEL	chr13	78171162	78191776	135	rs8002725	78188078.0	0.008326
14016	SCFD1	chr14	31203699	31205000	57	rs72642545	31209096.0	0.0005845
14017	SCFD2	chr4	54218764	54232233	103	rs1481823	54238009.0	0.06012
14018	SCG2	chr2	224463623	224467079	42	rs75638988	224472245.0	0.05442
14019	SCG3	chr15	51973728	51984533	85	rs79883421	51968174.0	0.03668
14020	SCG5	chr15	32976640	32989297	142	rs8032173	32986099.0	0.02738
14021	SCGB1A1	chr11	62186506	62190667	100	rs74679312	62194434.0	0.006968
14022	SCGB1C1	chr11	193079	194573	56	rs140792054	202875.0	0.01404
14023	SCGB1D1	chr11	61957687	61961011	113	rs140619100	61962973.0	0.02578
14024	SCGB1D2	chr11	62009681	62012280	59	rs1792958	62019558.0	0.01835
14025	SCGB1D4	chr11	62063753	62066536	99	rs954237	62064715.0	0.03762
14026	SCGB2A1	chr11	61976139	61981408	62	rs141459660	61980405.0	0.00403
14027	SCGB2A2	chr11	62037629	62039543	72	rs57626295	62048916.0	0.01306
14028	SCGB2B2	chr19	35084346	35085490	92	rs78263499	35091260.0	0.05158
14029	SCGB3A1	chr5	180017104	180018163	71	rs62407072	180014175.0	0.004781
14030	SCGB3A2	chr5	147258273	147261753	164	rs61439883	147248429.0	0.02243
14031	SCGN	chr6	25652631	25701563	278	rs13191296	25684606.0	4.748e-19
14032	SCHIP1	chr3	159606580	159609946	34	rs4680529	159612498.0	0.003835
14033	SCIMP	chr17	5117950	5138155	148	rs60921735	5143599.0	0.008816
14034	SCIN	chr7	12662462	12666166	86	rs849796	12655105.0	0.0577
14035	SCLT1	chr4	129960384	130014718	173	rs182681621	129964269.0	4.28e-05
14036	SCLY	chr2	238999858	239004827	141	rs12475091	238989951.0	0.02929
14037	SCMH1	chr1	41507093	41536303	178	rs181223388	41501510.0	0.001082
14038	SCML1	chrX	17761988	17773105	49	rs184956163	17774182.0	0.009343
14039	SCML2	chrX	18259242	18306985	108	rs139001560	18299343.0	0.06989
14040	SCML4	chr6	108066152	108093455	136	rs11964401	108089392.0	6.473e-05
14041	SCN1A	chr2	166929811	166984523	286	chr2_166937140_D	166937140.0	2.584e-05
14042	SCN1B	chr19	35527802	35531352	56	chr19_35527668_D	35527668.0	0.01419
14043	SCN2A	chr2	166165175	166167255	55	rs17244080	166169967.0	0.01356
14044	SCN2B	chr11	118032665	118047388	125	rs7940757	118055273.0	0.004468
14045	SCN3A	chr2	166020902	166060560	171	rs116004631	166034490.0	0.001674
14046	SCN3B	chr11	123513317	123525952	184	rs76323658	123512957.0	0.003607
14047	SCN4A	chr17	62036732	62039053	65	rs77136990	62038234.0	0.008522
14048	SCN4B	chr11	118011920	118016415	62	rs34913450	118020130.0	0.1054
14049	SCN5A	chr3	38674601	38687267	113	rs9856387	38687226.0	0.0007396
14050	SCN7A	chr2	167318264	167322036	63	rs1528482	167331614.0	0.006365
14051	SCN8A	chr12	52168023	52180555	68	rs12581041	52168697.0	0.005426
14052	SCN9A	chr2	167159128	167162430	101	rs72882854	167161370.0	5.221e-06
14053	SCN10A	chr3	38738292	38835501	428	rs182807427	38844920.0	0.00738
14054	SCN11A	chr3	38890768	38992052	351	rs145135505	38928831.0	0.0007974
14055	SCNM1	chr1	151140343	151141609	19	rs77018356	151134961.0	9.006e-05
14056	SCNN1A	chr12	6483934	6485194	67	rs10774427	6477378.0	0.0213
14057	SCNN1B	chr16	23369522	23370700	62	rs73544445	23369433.0	0.02818
14058	SCNN1D	chr1	1222488	1226323	89	rs61766186	1229164.0	0.03137
14059	SCNN1G	chr16	23194035	23228204	246	rs4421986	23191250.0	0.0001122
14060	SCO1	chr17	10598878	10600844	38	rs117080982	10605850.0	0.1736
14061	SCO2	chr22	50962430	50964574	93	rs10854880	50958392.0	0.006421
14062	SCOC	chr4	141297574	141302280	71	rs116081478	141294039.0	0.03212
14063	SCP2	chr1	53480645	53517282	349	rs150786879	53501630.0	0.003838
14064	SCP2D1	chr20	18794369	18795033	79	rs142019656	18797302.0	0.008238
14065	SCPEP1	chr17	55075651	55083947	62	rs6503778	55092518.0	0.02949
14066	SCRG1	chr4	174305851	174320687	64	rs77843394	174302755.0	0.02979
14067	SCRIB	chr8	144887421	144890847	54	rs34691721	144877835.0	0.0001295
14068	SCRN1	chr7	29983712	30009554	93	rs117618041	29981892.0	0.004084
14069	SCRN2	chr17	45917267	45918645	62	rs2325753	45913926.0	0.001232
14070	SCRN3	chr2	175275071	175292763	130	rs6728628	175277900.0	0.0008568
14071	SCRT2	chr20	642239	656823	106	rs6085328	646127.0	0.006979
14072	SCT	chr11	626430	627143	93	rs185137035	629555.0	0.002604
14073	SCTR	chr2	120197420	120199239	131	rs56180072	120196277.0	0.004985
14074	SCUBE1	chr22	43712963	43716071	76	rs4822279	43715288.0	0.04638
14075	SCUBE2	chr11	9101017	9159661	212	rs150927058	9158422.0	0.01482
14076	SCUBE3	chr6	35182195	35220856	114	rs9394287	35216740.0	0.02499
14077	SCYL1	chr11	65305319	65306175	29	rs77461879	65296282.0	0.02107
14078	SCYL2	chr12	100729368	100732411	44	rs9971922	100730413.0	0.006333
14079	SCYL3	chr1	169828259	169863093	190	rs4656727	169862793.0	0.01016
14080	SDAD1	chr4	76898875	76912098	79	chr4_76900631_D	76900631.0	0.01426
14081	SDC1	chr2	20403912	20424855	163	rs113889866	20407296.0	0.01032
14082	SDC2	chr8	97598614	97621693	120	chr8_97610864_I	97610864.0	0.0237
14083	SDC3	chr1	31351522	31353616	58	rs2807013	31352419.0	0.005801
14084	SDC4	chr20	43955115	43977064	152	rs2267870	43971870.0	0.08085
14085	SDCBP	chr8	59490551	59492508	59	rs4307329	59491591.0	0.1184
14086	SDCBP2	chr20	1290618	1291725	95	rs150050410	1286057.0	0.003761
14087	SDCCAG8	chr1	243581318	243639666	180	rs12751210	243645203.0	7.053e-07
14088	SDE2	chr1	226170402	226187032	64	rs111810998	226174958.0	0.01226
14089	SDF2	chr17	26987505	26988934	20	rs9916465	26992367.0	0.06492
14090	SDF2L1	chr22	21996642	21997581	79	rs372150	22007370.0	0.0009866
14091	SDF4	chr1	1162651	1167348	139	rs45574035	1169094.0	0.01413
14092	SDHA	chr5	251455	256794	181	rs142680396	244568.0	0.0273
14093	SDHAF1	chr19	36486089	36487220	39	rs74898370	36484417.0	0.03538
14094	SDHAF2	chr11	61197602	61205658	42	rs7930736	61190604.0	0.1093
14095	SDHAF3	chr7	96771992	96810959	157	rs79468973	96776348.0	0.1144
14096	SDHAF4	chr6	71276619	71277362	77	rs7741265	71285378.0	0.03309
14097	SDHB	chr1	17359024	17380526	153	rs12129188	17390453.0	0.0005792
14098	SDHC	chr1	161298191	161332977	307	rs34006306	161306983.0	0.0486
14099	SDHD	chr11	111959590	111990165	92	rs56173594	111998567.0	0.01494
14100	SDK1	chr7	4272518	4277303	125	rs117407503	4287202.0	0.002786
14101	SDK2	chr17	71500478	71503733	84	rs72844183	71491812.0	0.05839
14102	SDR9C7	chr12	57316937	57328189	89	rs725957	57331741.0	9.745e-07
14103	SDR16C5	chr8	57213859	57233335	106	rs146780178	57234286.0	0.04023
14104	SDR39U1	chr14	24911529	24912111	162	rs11628866	24911138.0	0.01357
14105	SDR42E1	chr16	82033359	82045070	69	rs138070166	82035312.0	0.001209
14106	SDR42E2	chr16	22178281	22192929	51	rs889404	22172368.0	0.000977
14107	SDS	chr12	113837059	113841692	55	chr12_113832066_I	113832066.0	0.01265
14108	SDSL	chr12	113873311	113874914	41	rs1895984	113884646.0	0.02406
14109	SEC11A	chr15	85223977	85259298	125	rs11638290	85227636.0	2.228e-09
14110	SEC11C	chr18	56822836	56826064	83	chr18_56832649_I	56832649.0	0.0004672
14111	SEC13	chr3	10360889	10362777	72	chr3_10361472_D	10361472.0	0.02693
14112	SEC14L1	chr17	75208796	75210429	97	rs12936767	75200561.0	0.02096
14113	SEC14L2	chr22	30805103	30819826	104	rs2299825	30813323.0	0.0002732
14114	SEC14L3	chr22	30857656	30866564	136	rs17738020	30861915.0	0.001333
14115	SEC14L4	chr22	30885382	30901637	164	rs13057281	30904812.0	0.0003315
14116	SEC14L5	chr16	5009255	5041871	322	rs118094816	5018835.0	0.01484
14117	SEC14L6	chr22	30920632	30925150	107	rs5994313	30919443.0	0.002455
14118	SEC16A	chr9	139357394	139360498	67	rs10781495	139349722.0	0.01483
14119	SEC16B	chr1	177915554	177928038	130	rs560415	177914728.0	0.0006948
14120	SEC22A	chr3	122920866	122942527	167	rs62263250	122911261.0	0.03204
14121	SEC22C	chr3	42605418	42623515	108	rs116011227	42627640.0	0.006666
14122	SEC23A	chr14	39565202	39573033	90	rs183971677	39571515.0	0.01486
14123	SEC23B	chr20	18523011	18541477	170	rs144450088	18519144.0	0.0009159
14124	SEC23IP	chr10	121700692	121702014	73	rs7914220	121709692.0	0.02592
14125	SEC24A	chr5	134015400	134028581	65	rs55812865	134019308.0	0.03237
14126	SEC24B	chr4	110354970	110462052	285	rs116138935	110377476.0	0.05744
14127	SEC24C	chr10	75527651	75530137	28	rs41280410	75526756.0	0.0707
14128	SEC24D	chr4	119754431	119759808	179	rs182120464	119745594.0	0.033
14129	SEC31A	chr4	83803054	83821722	87	chr4_83829237_D	83829237.0	0.007027
14130	SEC31B	chr10	102266092	102279621	59	rs12780796	102264004.0	8.314e-05
14131	SEC61A1	chr3	127786623	127788594	73	rs11714729	127785601.0	3.148e-05
14132	SEC61A2	chr10	12199017	12200284	69	rs2399783	12201632.0	0.005682
14133	SEC61B	chr9	101984596	101985462	58	rs170623	101984936.0	0.0001687
14134	SEC61G	chr7	54823195	54826908	119	rs2141539	54819127.0	0.005062
14135	SEC62	chr3	169702916	169710509	51	rs2052388	169719893.0	0.01048
14136	SEC63	chr6	108275787	108279246	49	rs6938368	108277637.0	0.0002988
14137	SECISBP2	chr9	91971440	91973068	64	rs11535668	91962378.0	0.01554
14138	SECISBP2L	chr15	49329591	49338643	64	rs17471606	49332423.0	0.0004023
14139	SECTM1	chr17	80282728	80286382	99	rs75632099	80291844.0	0.08754
14140	SEH1L	chr18	12978827	12983216	88	rs62095827	12988278.0	0.005673
14141	SEL1L	chr14	81970606	82000193	79	chr14_81962685_I	81962685.0	0.0114
14142	SEL1L2	chr20	13908684	13912409	81	rs143129534	13912308.0	0.01126
14143	SEL1L3	chr4	25849082	25865382	64	rs13150925	25865422.0	0.0003956
14144	SELE	chr1	169702717	169733846	355	rs3917423	169698002.0	0.002902
14145	SELENBP1	chr1	151341543	151342761	57	rs146842632	151352026.0	0.005233
14146	SELENOF	chr1	87333778	87379748	214	rs116394327	87347090.0	0.02194
14147	SELENOH	chr11	57509170	57510986	28	rs9420	57510294.0	6.652e-08
14148	SELENOI	chr2	26569045	26569768	58	rs140425937	26561305.0	0.001744
14149	SELENOK	chr3	53922421	53925912	79	rs7646455	53931444.0	0.00395
14150	SELENOM	chr22	31501424	31503542	77	rs5753462	31505520.0	5.728e-05
14151	SELENON	chr1	26139218	26142481	58	rs11247751	26141617.0	0.05499
14152	SELENOO	chr22	50644870	50656045	132	rs34653468	50652243.0	0.002365
14153	SELENOP	chr5	42807919	42811994	80	rs149042544	42802237.0	0.011
14154	SELENOS	chr15	101816637	101817658	63	chr15_101818159_D	101818159.0	0.0013
14155	SELENOT	chr3	150344697	150345777	47	rs143261451	150339965.0	0.002103
14156	SELENOV	chr19	40006453	40010904	75	chr19_39999844_I	39999844.0	0.001272
14157	SELENOW	chr19	48285436	48287939	72	rs7508101	48280954.0	0.009425
14158	SELL	chr1	169673867	169679673	139	rs4987298	169675915.0	0.006532
14159	SELP	chr1	169572263	169599324	155	rs2235305	169579645.0	0.006378
14160	SELPLG	chr12	109016604	109025854	91	rs146978023	109019448.0	0.03381
14161	SEM1	chr7	96318080	96326684	77	rs9632686	96323104.0	0.03237
14162	SEMA3A	chr7	83936522	84001584	284	rs7808957	83954107.0	0.01106
14163	SEMA3B	chr3	50312064	50313875	22	rs112911401	50318315.0	0.00108
14164	SEMA3C	chr7	80545004	80548499	90	chr7_80545181_I	80545181.0	0.01214
14165	SEMA3D	chr7	84628712	84671255	91	rs141003266	84674054.0	0.005759
14166	SEMA3E	chr7	83119503	83278126	689	rs61219969	83246866.0	0.004991
14167	SEMA3F	chr3	50221704	50222898	36	rs4688746	50224374.0	0.0002268
14168	SEMA3G	chr3	52475880	52479101	28	rs648514	52467263.0	1.888e-05
14169	SEMA4A	chr1	156145123	156146447	52	rs11264449	156135241.0	0.0002636
14170	SEMA4B	chr15	90770470	90771294	94	chr15_90762787_D	90762787.0	0.06101
14171	SEMA4C	chr2	97531403	97536494	28	chr2_97521748_D	97521748.0	7.364e-08
14172	SEMA4D	chr9	92020516	92051493	219	rs56805301	92019890.0	0.04351
14173	SEMA4F	chr2	74902049	74907054	43	rs2075212	74902855.0	0.09311
14174	SEMA4G	chr10	102743968	102745628	42	rs11591349	102744331.0	0.0005638
14175	SEMA5A	chr5	9202235	9265657	278	rs141745796	9240631.0	0.05612
14176	SEMA5B	chr3	122628040	122631114	61	rs1807957	122618631.0	0.0004274
14177	SEMA6A	chr5	115885810	115909930	167	rs17140078	115879239.0	0.0009412
14178	SEMA6B	chr19	4545801	4546481	43	rs116298910	4538255.0	0.03153
14179	SEMA6C	chr1	151110187	151111937	61	rs79671334	151115887.0	1.566e-05
14180	SEMA6D	chr15	48058776	48062962	92	rs483656	48055932.0	0.004676
14181	SEMA7A	chr15	74703308	74703980	49	rs8025655	74711769.0	0.01591
14182	SEMG1	chr20	43835637	43838413	69	rs78534134	43830798.0	0.0007255
14183	SEMG2	chr20	43849940	43853099	63	rs6130784	43857241.0	0.001363
14184	SENP1	chr12	48473875	48491817	130	rs7963640	48476795.0	0.006331
14185	SENP2	chr3	185330009	185331432	58	rs114474252	185340766.0	0.09324
14186	SENP3	chr17	7474681	7475208	60	rs142972972	7480325.0	0.002072
14187	SENP5	chr3	196656056	196657950	65	rs74987754	196657158.0	0.008007
14188	SENP6	chr6	76388406	76407705	130	rs142791556	76396369.0	0.03232
14189	SENP7	chr3	101066169	101066757	58	rs115173812	101060192.0	0.07814
14190	SENP8	chr15	72410665	72432356	80	rs36074415	72411126.0	0.001496
14191	SEPHS1	chr10	13380715	13387460	105	rs72783323	13384738.0	0.09606
14192	SEPHS2	chr16	30455701	30457048	38	chr16_30457790_D	30457790.0	0.0006045
14193	SEPSECS	chr4	25160566	25162020	64	rs62411569	25167562.0	0.01202
14194	SEPT1	chr16	30394142	30406224	55	rs80225586	30406410.0	0.005738
14195	SEPT2	chr2	242289501	242292041	82	chr2_242289665_I	242289665.0	0.003662
14196	SEPT3	chr22	42381645	42383693	58	rs133292	42382748.0	9.886e-09
14197	SEPT4	chr17	56607178	56608885	42	rs17741424	56598991.0	1.449e-05
14198	SEPT5	chr22	19708076	19711747	24	chr22_19707596_I	19707596.0	0.003642
14199	SEPT6	chrX	118762982	118827120	260	rs5957204	118788146.0	0.005811
14200	SEPT7	chr7	35930353	35942799	73	rs138181878	35933478.0	0.01466
14201	SEPT8	chr5	132100082	132112940	66	rs256873	132105700.0	0.04798
14202	SEPT9	chr17	75493156	75494906	94	rs1059485	75494746.0	7.384e-05
14203	SEPT10	chr2	110321791	110325430	72	rs767628	110320075.0	6.759e-07
14204	SEPT11	chr4	77956076	77961305	65	chr4_77962548_I	77962548.0	0.1108
14205	SEPT12	chr16	4836078	4838255	77	rs145940844	4845575.0	0.00195
14206	SEPT14	chr7	55912229	55930448	129	rs111482971	55939743.0	0.004344
14207	SERAC1	chr6	158566951	158580330	100	rs191344532	158577902.0	0.001473
14208	SERBP1	chr1	67885447	67890803	34	rs12566098	67889571.0	0.0132
14209	SERF1A	chr5	70197508	70203940	0			
14210	SERF1B	chr5	69322090	69328521	0			
14211	SERF2	chr15	44092620	44094767	24	rs694461	44096063.0	0.0001708
14212	SERGEF	chr11	18029487	18031889	49	rs2191091	18027388.0	0.002025
14213	SERHL2	chr22	42950914	42951972	57	rs136988	42946371.0	0.1108
14214	SERINC1	chr6	122764498	122792967	133	chr6_122792564_D	122792564.0	0.0009298
14215	SERINC2	chr1	31886659	31907524	168	rs2297885	31901459.0	0.0003382
14216	SERINC3	chr20	43142533	43150695	50	rs79169578	43137919.0	0.1306
14217	SERINC4	chr15	44088927	44091293	28	rs62018952	44080737.0	0.0001374
14218	SERINC5	chr5	79473136	79551017	492	rs4447967	79472714.0	0.002186
14219	SERP1	chr3	150284585	150320955	198	rs116417183	150326683.0	0.002495
14220	SERP2	chr13	44948017	44971846	79	rs59620377	44939677.0	0.01645
14221	SERPINA1	chr14	94855893	94856972	104	rs4905199	94863482.0	0.0245
14222	SERPINA2	chr14	94830052	94833039	117	rs116166665	94829217.0	0.01363
14223	SERPINA3	chr14	95083978	95090389	114	rs17826535	95092399.0	0.03164
14224	SERPINA4	chr14	95027783	95036207	146	chr14_95027381_D	95027381.0	0.004723
14225	SERPINA5	chr14	95048307	95053772	182	rs148934559	95048644.0	0.01792
14226	SERPINA6	chr14	94780576	94789726	113	rs79247904	94776034.0	0.0111
14227	SERPINA7	chrX	105277677	105279271	25	rs75151279	105278624.0	0.03388
14228	SERPINA9	chr14	94936089	94946026	150	rs1547039	94937886.0	0.06228
14229	SERPINA10	chr14	94749691	94756985	77	rs12880244	94761592.0	0.003455
14230	SERPINA11	chr14	94908800	94919127	155	rs117045930	94920647.0	0.0858
14231	SERPINA12	chr14	94953619	94984181	222	rs74075804	94986717.0	0.01119
14232	SERPINB1	chr6	2838782	2842096	114	rs10793840	2831191.0	0.02068
14233	SERPINB2	chr18	61559850	61569787	134	rs2202555	61559135.0	0.1886
14234	SERPINB3	chr18	61322431	61329118	39	rs72933799	61338667.0	0.0121
14235	SERPINB4	chr18	61310130	61311489	19	rs2077781	61303978.0	0.02365
14236	SERPINB5	chr18	61157859	61170630	168	rs72931625	61178008.0	0.01835
14237	SERPINB6	chr6	2948392	2961561	158	rs13201579	2947195.0	0.005944
14238	SERPINB7	chr18	61445210	61463547	166	rs75783528	61438671.0	0.06724
14239	SERPINB8	chr18	61652409	61672278	120	rs2850707	61668713.0	0.001675
14240	SERPINB9	chr6	2887499	2903514	149	rs80315916	2902733.0	0.04726
14241	SERPINB10	chr18	61575224	61603345	223	rs4940599	61593868.0	0.1228
14242	SERPINB11	chr18	61370193	61383373	172	chr18_61392602_I	61392602.0	0.01917
14243	SERPINB12	chr18	61223392	61234244	117	rs1378518	61225304.0	0.04271
14244	SERPINB13	chr18	61255964	61271873	102	rs2168312	61281648.0	0.01658
14245	SERPINC1	chr1	173881117	173886454	57	rs61827956	173891695.0	8.187e-05
14246	SERPIND1	chr22	21133468	21141520	83	rs73162805	21130607.0	0.0562
14247	SERPINE1	chr7	100770378	100782546	122	rs7241	100781413.0	2.099e-05
14248	SERPINE2	chr2	224866490	224895518	245	rs115831753	224860058.0	0.001428
14249	SERPINE3	chr13	51915167	51936237	121	rs150110379	51945555.0	0.006328
14250	SERPINF1	chr17	1679743	1680859	92	rs12943466	1671272.0	0.02894
14251	SERPINF2	chr17	1646319	1658562	122	rs59409453	1666218.0	0.02509
14252	SERPING1	chr11	57378703	57382002	50	rs112764194	57385856.0	4.158e-06
14253	SERPINH1	chr11	75282958	75283828	56	rs9783403	75292703.0	0.01412
14254	SERPINI1	chr3	167540723	167543348	74	rs62274834	167547162.0	0.0006133
14255	SERPINI2	chr3	167187045	167189632	44	rs1916350	167193548.0	0.06329
14256	SERTAD1	chr19	40927498	40931932	55	chr19_40937703_D	40937703.0	0.09741
14257	SERTAD2	chr2	64977711	64978029	47	rs11689267	64985943.0	0.1152
14258	SERTAD3	chr19	40947712	40950182	91	rs185593	40952501.0	0.1416
14259	SERTAD4	chr1	210411322	210419976	62	rs184664472	210410150.0	0.007541
14260	SERTM1	chr13	37248048	37271976	89	rs17054332	37261530.0	0.0145
14261	SERTM2	chrX	110755007	110761394	17	rs146786483	110754869.0	0.03956
14262	SESN1	chr6	109409304	109415171	41	rs6906547	109410459.0	0.0009056
14263	SESN2	chr1	28586037	28609002	118	rs184960525	28609210.0	0.0006061
14264	SESN3	chr11	94924728	94965639	103	rs11021087	94957926.0	0.007547
14265	SESTD1	chr2	180027209	180056593	141	rs192430346	180050379.0	0.1027
14266	SET	chr9	131454629	131455214	14	rs12553001	131455796.0	0.09679
14267	SETBP1	chr18	42277128	42281722	28	rs147826516	42269528.0	0.02565
14268	SETD1A	chr16	30969076	30975516	36	rs144959592	30962236.0	0.004646
14269	SETD1B	chr12	122242637	122270562	75	rs111773380	122278980.0	0.004807
14270	SETD2	chr3	47129673	47139941	33	rs35053471	47124761.0	0.02723
14271	SETD3	chr14	99924635	99945106	60	rs189069158	99922763.0	0.0007183
14272	SETD4	chr21	37425886	37432540	107	rs79885774	37434370.0	0.007336
14273	SETD5	chr3	9516733	9517343	45	rs17081119	9518807.0	0.004699
14274	SETD6	chr16	58552089	58552802	75	rs37052	58558134.0	2.104e-06
14275	SETD7	chr4	140517761	140527853	114	rs795373	140512595.0	0.0001323
14276	SETD9	chr5	56206603	56209809	70	rs193221105	56203844.0	0.1826
14277	SETDB1	chr1	150935449	150936324	53	rs267738	150940625.0	0.008697
14278	SETDB2	chr13	50018894	50059981	191	rs189480277	50069751.0	0.02608
14279	SETMAR	chr3	4345310	4354785	94	rs3804781	4348590.0	0.01048
14280	SETSIP	chr1	92540091	92540967	25	rs76174630	92531452.0	0.003347
14281	SETX	chr9	135158156	135161884	109	rs146945104	135160758.0	0.02608
14282	SEZ6	chr17	27308567	27333458	67	rs77893969	27339474.0	0.01664
14283	SEZ6L	chr22	26760714	26773686	151	rs188357839	26763473.0	0.01194
14284	SEZ6L2	chr16	29908279	29910430	34	chr16_29904221_I	29904221.0	0.005701
14285	SF1	chr11	64543517	64545509	27	rs71583706	64537160.0	0.0193
14286	SF3A1	chr22	30748533	30752883	87	rs5749077	30760818.0	0.0004596
14287	SF3A2	chr19	2245507	2247205	77	rs77245362	2240040.0	0.0001744
14288	SF3A3	chr1	38449789	38455645	80	chr1_38456028_D	38456028.0	0.002737
14289	SF3B1	chr2	198284904	198299740	39	rs6434928	198304577.0	1.478e-11
14290	SF3B2	chr11	65832111	65836145	41	rs577013	65832973.0	0.004345
14291	SF3B3	chr16	70603817	70606202	34	rs144804052	70605531.0	0.06308
14292	SF3B4	chr1	149898273	149899483	42	rs7544531	149897217.0	0.008865
14293	SF3B5	chr6	144416017	144416754	63	rs75813400	144422766.0	0.01622
14294	SF3B6	chr2	24296518	24299243	85	rs142909041	24292501.0	0.06714
14295	SFI1	chr22	32010371	32014534	102	rs5753723	32002294.0	0.00261
14296	SFMBT1	chr3	53077151	53080073	72	chr3_53073383_D	53073383.0	3.618e-07
14297	SFMBT2	chr10	7390248	7453450	330	rs75324441	7407653.0	0.003561
14298	SFN	chr1	27189632	27190947	40	rs75460349	27180088.0	6.061e-05
14299	SFPQ	chr1	35642809	35643737	46	rs11264110	35636227.0	3.245e-05
14300	SFR1	chr10	105882004	105885602	58	rs111683166	105889128.0	0.02415
14301	SFRP1	chr8	41119482	41164509	161	rs12914	41120152.0	0.01871
14302	SFRP2	chr4	154701743	154710272	69	rs28472361	154706728.0	0.0001351
14303	SFRP4	chr7	37946863	37949441	143	rs11771511	37942214.0	0.0335
14304	SFRP5	chr10	99526507	99531709	73	rs11189358	99516833.0	0.01768
14305	SFSWAP	chr12	132280662	132284227	108	rs117785622	132283582.0	0.01341
14306	SFT2D1	chr6	166739360	166741827	64	rs79864715	166738214.0	0.04371
14307	SFT2D2	chr1	168195254	168212087	68	rs17501388	168201385.0	0.02126
14308	SFT2D3	chr2	128458596	128461385	84	rs187638409	128459279.0	0.07501
14309	SFTA2	chr6	30899129	30899886	20	rs114115252	30899195.0	2.973e-21
14310	SFTA3	chr14	36946223	36946833	58	rs117932795	36946282.0	0.01087
14311	SFTPA1	chr10	81370716	81371654	105	rs4253519	81372687.0	0.0003211
14312	SFTPA2	chr10	81318640	81319590	115	rs1346419	81329212.0	0.0007693
14313	SFTPB	chr2	85893657	85895312	46	rs1030862	85902569.0	0.006085
14314	SFTPC	chr8	22020591	22021052	57	rs12542681	22023757.0	0.006029
14315	SFTPD	chr10	81701204	81742370	398	chr10_81732265_I	81732265.0	0.01951
14316	SFXN1	chr5	174948888	174953886	74	rs157474	174948557.0	0.007871
14317	SFXN2	chr10	104486256	104489149	50	rs11191379	104482330.0	3.542e-07
14318	SFXN3	chr10	102797708	102800997	47	rs144099885	102800428.0	0.002072
14319	SFXN4	chr10	120917518	120923708	91	rs7088103	120923105.0	0.009511
14320	SFXN5	chr2	73285205	73286287	48	rs61652727	73275945.0	0.0001086
14321	SGCA	chr17	48252533	48253289	69	rs115642474	48257918.0	0.01906
14322	SGCB	chr4	52894994	52899806	28	rs116322758	52902865.0	0.1067
14323	SGCD	chr5	155753957	156016244	1036	chr5_155850170_D	155850170.0	6.322e-06
14324	SGCE	chr7	94252639	94285485	101	chr7_94260460_I	94260460.0	1.899e-05
14325	SGCG	chr13	23755144	23898680	1234	rs75136677	23887860.0	0.000645
14326	SGCZ	chr8	13947882	14412435	3073	rs12548892	14011029.0	8.795e-06
14327	SGF29	chr16	28601920	28603109	65	rs12445519	28606152.0	0.00592
14328	SGIP1	chr1	67161115	67170440	95	rs12063436	67165998.0	0.0671
14329	SGK1	chr6	134536091	134583197	257	chr6_134582571_D	134582571.0	0.002036
14330	SGK2	chr20	42198108	42199636	72	rs3135414	42190319.0	0.03106
14331	SGK3	chr8	67752914	67759490	39	rs78467430	67752694.0	0.1467
14332	SGMS1	chr10	52219700	52226692	68	rs10763500	52232694.0	0.01147
14333	SGMS2	chr4	108828355	108829383	63	rs13148776	108826814.0	0.001615
14334	SGO1	chr3	20216213	20225524	128	rs4858776	20232809.0	0.02316
14335	SGO2	chr2	201399863	201408345	68	rs999576	201391491.0	0.004974
14336	SGPL1	chr10	72614462	72619362	75	rs11597530	72614891.0	0.0805
14337	SGPP1	chr14	64150931	64194757	92	rs8021563	64202014.0	0.0788
14338	SGPP2	chr2	223289235	223425667	478	rs34159477	223303283.0	0.004968
14339	SGSH	chr17	78190521	78194132	115	chr17_78182308_D	78182308.0	0.01883
14340	SGSM1	chr22	25202273	25210159	130	rs73155726	25214733.0	0.009353
14341	SGSM2	chr17	2282461	2284104	81	rs2429917	2280934.0	0.01298
14342	SGSM3	chr22	40804797	40806122	69	rs78875171	40813931.0	0.0001446
14343	SGTA	chr19	2777490	2783280	67	rs55941726	2773970.0	0.0003511
14344	SGTB	chr5	64976514	65018862	138	rs34084333	65005931.0	0.01682
14345	SH2B1	chr16	28883660	28884134	33	rs192202723	28882251.0	0.02487
14346	SH2B2	chr7	101957653	101962178	76	rs9771504	101965812.0	0.00438
14347	SH2B3	chr12	111872665	111887006	35	rs188009283	111866852.0	0.08205
14348	SH2D1A	chrX	123480438	123505338	91	chrX_123507406_I	123507406.0	0.01819
